time,open,high,low,close,VWAP,Volume,Volume MA,Histogram,MACD,Signal,RSI,Bollinger Bands %B
1483315200,19.13,19.49,15.5001,16.79499,17.261696666666666,3081.99143819,NaN,NaN,NaN,NaN,NaN,NaN
1483401600,16,17.989,15,15.9522,16.313733333333335,6799.85107229,NaN,NaN,NaN,NaN,NaN,NaN
1483488000,16.11099,18.4887,16.00004,18.48385,17.657529999999998,2970.64006586,NaN,NaN,NaN,NaN,NaN,NaN
1483574400,18.38552,18.72991,13,16.19979,15.976566666666665,7059.11550925,NaN,NaN,NaN,NaN,NaN,NaN
1483660800,16.1998,16.72785,13.5,14.13538,14.787743333333333,3570.71802784,NaN,NaN,NaN,NaN,NaN,NaN
1483747200,14.73787,14.73787,12.11199,13,13.283286666666667,5910.78146542,NaN,NaN,NaN,NaN,NaN,NaN
1483833600,12.99886,13.9562,12.99,13.5,13.482066666666668,1149.50081573,NaN,NaN,NaN,NaN,NaN,NaN
1483920000,13.27416,13.5,12.51945,13.5,13.17315,584.66448868,NaN,NaN,NaN,NaN,NaN,NaN
1484006400,13.75,13.9562,13.27817,13.27817,13.504179999999998,1593.0165484,NaN,NaN,NaN,NaN,NaN,NaN
1484092800,13.66399,13.72659,10.93673,11.90114,12.188153333333334,5487.12641699,NaN,NaN,NaN,NaN,NaN,NaN
1484179200,11.41049,12.49161,11.15003,12.33483,11.992156666666666,2382.03298672,NaN,NaN,NaN,NaN,NaN,NaN
1484265600,12.09999,12.19192,11.12901,11.12901,11.483313333333333,1401.98120574,NaN,NaN,NaN,NaN,NaN,NaN
1484352000,11.89673,11.99997,11.00038,11.67272,11.55769,348.94267809,NaN,NaN,NaN,NaN,NaN,NaN
1484438400,11.0001,11.0001,9.88011,10.94966,10.609956666666669,1650.66850473,NaN,NaN,NaN,NaN,NaN,NaN
1484524800,10.94427,11.20562,10.25,10.66003,10.705216666666667,1144.11964886,NaN,NaN,NaN,NaN,28.32638312845421,NaN
1484611200,10.94218,12.55488,10.68,12.55488,11.929920000000001,1247.59599616,NaN,NaN,NaN,NaN,37.358168682079345,NaN
1484697600,12.54636,13.5,11.16,12.25619,12.305396666666667,2856.9077074,NaN,NaN,NaN,NaN,36.57575201919091,NaN
1484784000,11.84907,12.49999,11.84907,12.19694,12.182,878.11653451,NaN,NaN,NaN,NaN,36.41283764962376,NaN
1484870400,12.25,12.49999,11.76764,11.84012,12.035916666666667,491.80125851,NaN,NaN,NaN,NaN,35.39049087326349,NaN
1484956800,12,12.22909,11.75825,12.14,12.042446666666669,708.73225236,2565.9152310865,NaN,NaN,NaN,36.99161518025518,0.3680521026802577
1485043200,12.14,12.29676,12,12.01139,12.102716666666666,638.15863541,2443.7235909475003,NaN,NaN,NaN,36.57301320679881,0.37168539759435615
1485129600,12.21747,12.48999,12.03381,12.04007,12.187956666666667,1611.59134878,2184.3106047720003,NaN,NaN,NaN,36.74491583120224,0.3946947027741766
1485216000,12.04009,12.29538,11.7,11.7,11.89846,1558.54385755,2113.7057943565,NaN,NaN,NaN,35.51576970694575,0.3461765670609742
1485302400,11.53272,12.04026,11.53262,11.92265,11.831843333333333,422.47125112,1781.87358145,NaN,NaN,NaN,37.0016188236857,0.40955708610759406
1485388800,11.85649,12.4,11.57814,12.13423,12.037456666666667,3045.67211291,1755.6212857035,NaN,NaN,NaN,38.45294511578256,0.49937541138125474
1485475200,12,12.29877,11.60063,12.29877,12.066056666666666,607.04008636,1490.4342167505,NaN,-0.7313972123518919,NaN,39.617943010096646,0.5682937347044575
1485561600,12.29917,13.04,12.25004,12.97695,12.755663333333333,761.6464042,1471.041496174,NaN,-0.6163780356981494,NaN,44.29795705506047,0.8311609056056389
1485648000,12.83306,12.92165,12.37265,12.92165,12.73865,186.6291,1451.13972674,NaN,-0.5236504410469482,NaN,43.998494924550904,0.8473575453065676
1485734400,12.79,12.92,12.51081,12.92,12.783603333333334,283.64658901,1385.6712287705,NaN,-0.4451647137156982,NaN,43.988939605304445,0.8720715846660471
1485820800,12.92,13.25985,12.72657,13,12.995473333333335,329.34161474,1127.781988658,NaN,-0.37221817847080985,NaN,44.61696164470213,0.8613125724686449
1485907200,13.18128,13.37315,12.9,13.00209,13.091746666666667,1522.19503856,1084.7900912500002,NaN,-0.31065780836759593,NaN,44.63442717876761,0.8336189708774245
1485993600,13.03006,13.42825,13.00962,13.25455,13.230806666666666,662.2993877,1047.806000348,NaN,-0.2387472299862452,NaN,46.81622849488791,0.8866087901027578
1486080000,13.24039,13.2404,12.07997,12.91543,12.745266666666666,1891.14758243,1124.916245565,NaN,-0.20673857478733737,NaN,44.29135360079768,0.7349566234965433
