time,open,high,low,close,VWAP,Volume,Volume MA,Histogram,MACD,Signal,RSI,Bollinger Bands %B
1546300800,2.5277,2.5277,2.5088,2.526,2.5208333333333335,1369.6863911,NaN,NaN,NaN,NaN,NaN,NaN
1546304400,2.5102,2.5171,2.4951,2.4965,2.508331519561044,3152.62865125,NaN,NaN,NaN,NaN,NaN,NaN
1546308000,2.509,2.5092,2.477,2.5,2.4977405484884745,20463.45462631,NaN,NaN,NaN,NaN,NaN,NaN
1546311600,2.509,2.5266,2.5073,2.5266,2.4988146048695397,1256.83999997,NaN,NaN,NaN,NaN,NaN,NaN
1546315200,2.547,2.547,2.5222,2.5279,2.5020141455779696,2766.30391541,NaN,NaN,NaN,NaN,NaN,NaN
1546318800,2.5213,2.5415,2.5071,2.5415,2.5153206208916057,26236.24936668,NaN,NaN,NaN,NaN,NaN,NaN
1546322400,2.5294,2.5294,2.5196,2.5196,2.515325306499791,34.325,NaN,NaN,NaN,NaN,NaN,NaN
1546326000,2.535,2.5489,2.5297,2.5489,2.5172465779836264,4205.6440419,NaN,NaN,NaN,NaN,NaN,NaN
1546329600,2.5766,2.5831,2.568,2.5743,2.5201006710399945,3085.00616002,NaN,NaN,NaN,NaN,NaN,NaN
1546333200,2.5474,2.5639,2.5474,2.5585,2.5219687377964335,3375.13528504,NaN,NaN,NaN,NaN,NaN,NaN
1546336800,2.5705,2.5742,2.5705,2.5742,2.5223554123755902,503.82787803,NaN,NaN,NaN,NaN,NaN,NaN
1546340400,2.5714,2.5762,2.5667,2.5667,2.5230365434201887,966.48359334,NaN,NaN,NaN,NaN,NaN,NaN
1546344000,2.5585,2.58,2.5578,2.58,2.52468854505002,2324.51,NaN,NaN,NaN,NaN,NaN,NaN
1546347600,2.596,2.5961,2.573,2.5738,2.5256859161042353,1258.24543395,NaN,NaN,NaN,NaN,NaN,NaN
1546351200,2.5741,2.5741,2.5345,2.5618,2.527669637557725,4834.84993294,NaN,NaN,NaN,NaN,58.077617328519885,NaN
1546354800,2.5423,2.5455,2.5346,2.5419,2.5279992134469698,1972.99257286,NaN,NaN,NaN,NaN,52.95625751725017,NaN
1546358400,2.5451,2.5534,2.5451,2.5534,2.5303185193620106,8882.99249812,NaN,NaN,NaN,NaN,55.40365875613373,NaN
1546362000,2.5428,2.5428,2.5428,2.5428,2.5303190333483387,3.57,NaN,NaN,NaN,NaN,52.68304500723426,NaN
1546365600,2.5199,2.5199,2.4885,2.501,2.528490238629891,6252.46783722,NaN,NaN,NaN,NaN,43.59240651431556,NaN
1546369200,2.509,2.5852,2.509,2.5734,2.528698468442696,712.37570423,4682.8794444185005,NaN,NaN,NaN,57.327187873582545,0.778008621740197
1546372800,2.5734,2.6342,2.5729,2.6203,2.5383605644624967,12786.39554818,5253.714902272501,NaN,NaN,NaN,63.523292823486464,1.0842689741121236
1546376400,2.6047,2.6047,2.5714,2.574,2.5386628801890763,719.84261358,5132.075600389,NaN,NaN,NaN,55.02858105317482,0.6848968722169239
1546380000,2.6025,2.616,2.5906,2.61,2.5405964663077802,3190.95296559,4268.450517353001,NaN,NaN,NaN,59.55717444599192,0.9562630296581149
1546383600,2.5981,2.6563,2.5981,2.627,2.551201587118522,15412.8652698,4976.251780844501,NaN,NaN,NaN,61.52737165271601,1.0136806211619875
1546387200,2.6366,2.641,2.6199,2.6345,2.6317999999999997,1734.84148049,4924.678659098501,NaN,NaN,NaN,62.39769317443189,0.9916616194101288
1546390800,2.6198,2.6198,2.6152,2.6181,2.6263609031329134,1089.49040494,3667.3407110115013,NaN,0.030405923027299053,NaN,59.241792511080035,0.8300173193612919
1546394400,2.62,2.6277,2.62,2.6214,2.624973610137587,2019.39013678,3766.593967850501,NaN,0.03058712882060055,NaN,59.68365860702437,0.8236984742295742
1546398000,2.6231,2.6288,2.6231,2.6288,2.625246676720928,800,3596.3117657555013,NaN,0.030970841293180396,NaN,60.712232318104974,0.8383533942975118
1546401600,2.617,2.6237,2.6133,2.6158,2.623060713002915,2259.22357914,3555.0226367115015,NaN,0.029881489625906532,NaN,57.91676193807162,0.7251564541047396
1546405200,2.6134,2.6228,2.6134,2.6228,2.6228507997122947,521,3412.3158724595014,NaN,0.029245883737006206,NaN,59.01118056050282,0.7485792991789028
1546408800,2.6175,2.6175,2.6004,2.6004,2.6214777293653544,752.17020892,3424.732989004001,NaN,0.026627720903970253,NaN,54.15753687120409,0.5835931287750273
1546412400,2.6175,2.6499,2.6175,2.6499,2.6256180336441064,2817.98,3517.307809337001,NaN,0.028221721864936544,NaN,61.661787240269504,0.878143504296813
1546416000,2.65,2.6802,2.65,2.6731,2.6493846690059244,15507.5257259,4176.458595632002,NaN,0.03099968020341537,NaN,64.58769752389762,0.95585917132272
1546419600,2.6561,2.6561,2.646,2.6547,2.6496010511073136,2232.45195232,4225.168921550501,0.0015444583359127198,0.03135506431244117,0.029810605976528452,60.635226729909085,0.8103367207048364
1546423200,2.6658,2.6828,2.6627,2.6798,2.650216318290316,735.19665811,4020.1862578090017,0.0027742797689746697,0.03327845568774679,0.03050417591877212,63.88221388394599,0.9011666277218757
1546426800,2.6835,2.7241,2.6788,2.691,2.657467487049175,5455.36531552,4194.304894942002,0.0038363327734888195,0.03529959188563314,0.03146325911214432,65.25923676304285,0.9135554419358793
1546430400,2.6832,2.6832,2.6792,2.6792,2.657601670155868,210.21062257,3760.6658011645013,0.0032610071575400676,0.03553951805906941,0.03227851090152934,62.55329232535769,0.816984251551083
1546434000,2.7127,2.7268,2.7,2.7212,2.6719148794535665,11731.97687881,4347.086145105001,0.0051155216814937135,0.03867291300339648,0.03355739132190277,67.68878526633824,0.9834840400055743
1546437600,2.7247,2.7247,2.6882,2.6925,2.6776993445357093,11488.64878118,4608.895192303002,0.003872228074941614,0.038397676415579785,0.03452544834063817,61.483725605012914,0.8419187577598769
1546441200,2.7016,2.7016,2.6845,2.6854,2.6784677587260197,3790.61437704,4762.807125943501,0.0021220997994132462,0.03717807308990473,0.03505597329049148,60.017936674859925,0.7734704440527895
1546444800,2.6976,2.8698,2.6942,2.8102,2.7338077648765227,60676.66564536,7157.320630802501,0.00855875515139326,0.04575441722973306,0.0371956620783398,72.45060302624663,1.262208296507578
1546448400,2.8159,2.8159,2.7954,2.8017,2.7358141112868286,3625.71736955,7302.614368601001,0.011262906045978127,0.051274294635812456,0.04001138858983433,70.83499512556594,1.0967035789966653
1546452000,2.7985,2.8078,2.7902,2.806,2.735934936338448,235.4639956,7154.839920101501,0.012277035054739469,0.05535768240825867,0.0430806473535192,71.18505789819929,1.017231258252295
1546455600,2.804,2.8487,2.7938,2.847,2.7389774703178023,4275.81327477,6597.98732035,0.014492855184052758,0.061196716333585144,0.046703861149532386,74.34679393425193,1.056035597114332
1546459200,2.8551,2.8595,2.806,2.8448,2.7438327216080403,6894.1195663,6855.951224640501,0.014555759848963942,0.06489856096073732,0.050342801111773375,73.87835971832645,0.9686774547070384
1546462800,2.831,2.8689,2.8247,2.8391,2.7492903362397065,7981.74603496,7200.564006141501,0.01300942389882679,0.06660458098530686,0.05359515708648007,72.60200370264036,0.8975570871781907
1546466400,2.83,2.8706,2.83,2.8617,2.7543294047312328,7416.16008115,7470.40250336,0.01231189737049248,0.06898502879959567,0.05667313142910319,74.48426912740689,0.9102980222317272
1546470000,2.88,2.884,2.8449,2.8534,2.7635815581076013,14684.97669147,8164.651337933499,0.010182926520282673,0.06940178957945653,0.05921886305917386,72.51394386891363,0.8457739124532743
1546473600,2.85,2.8504,2.795,2.8092,2.8182000000000005,8854.7017503,8494.4252464915,0.004954095190343143,0.06541148204710279,0.060457386856759644,62.96221048823743,0.6989773475310748
1546477200,2.7988,2.8087,2.7807,2.8087,2.811002191179145,5477.57432817,8742.2539629,0.000833975868318744,0.06149985669215807,0.06066588082383933,62.86133707922014,0.6772432564839059
1546480800,2.7922,2.7942,2.7913,2.7942,2.810801369019182,163.83383383,8712.8371441455,-0.0032705888765778707,0.056577644728116994,0.059848233604694864,59.86590836250199,0.6135181743716844
1546484400,2.8025,2.8072,2.791,2.801,2.8082429951501213,4358.16012447,8789.846150369001,-0.00578346567453604,0.05261890151152482,0.05840236718606086,60.80907086966044,0.6172216246797518
1546488000,2.8019,2.82,2.8019,2.82,2.8082671784812154,80,8018.469864074001,-0.006375216962668975,0.05043334598272464,0.05680856294539362,63.39737159897506,0.6642901021312002
1546491600,2.7876,2.7876,2.7676,2.7821,2.806612282473099,1138.91851507,7963.7931922115,-0.009348518081476707,0.04512291534354773,0.05447143342502444,55.520514774547955,0.5027556758264887
1546495200,2.7886,2.79,2.7863,2.7863,2.806357211149833,272,7940.633359306,-0.01095063232762656,0.04078314301549124,0.0517337753431178,56.17041077303208,0.49812809389945445
1546498800,2.7898,2.8038,2.7876,2.7876,2.805554343388979,1301.10316969,7732.9202520145,-0.011769440249058558,0.03702197503179461,0.048791415280853165,56.38284290675592,0.48157253551828266
1546502400,2.7834,2.7834,2.7564,2.7564,2.801465026172221,2454.41533837,7845.130487804499,-0.014101612816098709,0.03116439926072978,0.04526601207682849,50.10603582832123,0.29697433798562556
1546506000,2.739,2.7537,2.7298,2.7381,2.7589063260536566,55826.22167335,10049.842727531499,-0.016404688393245187,0.024760151585272006,0.04116483997851719,46.81411198544349,0.18976518697240446
1546509600,2.741,2.75,2.7398,2.7497,2.758518919969818,2576.28626628,9604.224601786498,-0.016623257762099566,0.020385767775892738,0.037009025537992304,49.09705075351659,0.2053716027310477
1546513200,2.7465,2.7465,2.6953,2.7176,2.7575057665804947,2216.86016457,9525.536891162998,-0.01827478539756046,0.014165543791041735,0.03244032918860219,43.528942257979956,-0.04730990550590996
1546516800,2.7198,2.7281,2.714,2.7281,2.7574198471852993,213.96620565,6502.401919177499,-0.017977603294682443,0.00996832507024914,0.027945928364931583,45.69831673489748,0.08256643727338303
1546520400,2.7395,2.7395,2.7211,2.7303,2.7564883647065876,3020.98173248,6472.165137323999,-0.016963298472780587,0.006741805273955848,0.023705103746736435,46.16496714454706,0.13913552462891432
1546524000,2.7313,2.7313,2.7079,2.7079,2.7559485563082213,1179.64132143,6519.374003615499,-0.017083938299766493,0.002350180872028318,0.01943411917179481,42.18946160212863,0.07423493122146242
1546527600,2.6995,2.705,2.67,2.6841,2.7444960540967394,17561.0820372,7183.637441736998,-0.017960022284298723,-0.003015908683578594,0.014944113600720128,38.40518148236446,0.02260868021342943
1546531200,2.68,2.68,2.6243,2.6352,2.7405837791711303,4436.71690514,7060.767308678997,-0.02082456709936507,-0.01108659527348621,0.00973797182587886,32.04516317405434,-0.08893421924684652
1546534800,2.6313,2.6558,2.6254,2.6341,2.727438540428795,16413.22806432,7482.341410146997,-0.021687328736200304,-0.01737118909437152,0.004316139641828784,31.917118731801523,-0.006234740172263518
1546538400,2.6374,2.6388,2.63,2.632,2.7264739059368317,1324.75286803,7177.771049490996,-0.02126457192198841,-0.022264575260656727,-0.0010000033386683193,31.657054846234814,0.040860034843750406
1546542000,2.63,2.6302,2.5901,2.6157,2.718757528198458,9314.68763186,6909.256596510497,-0.020915983223484265,-0.02714498236802365,-0.006228999144539386,29.638391091649794,0.03343812421102489
1546545600,2.6161,2.6516,2.612,2.6516,2.7171484914358874,2823.48211708,6607.695614849496,-0.01725320145070471,-0.02779550095792027,-0.010542299507215563,38.882232505066355,0.20423436068218456
1546549200,2.652,2.652,2.6317,2.639,2.7168646177087443,526.93796186,6360.163796533997,-0.014760989897634472,-0.028993536879258652,-0.01423254698162418,37.04281027116354,0.18827490885246687
1546552800,2.6422,2.643,2.63,2.63,2.7098583316017453,13129.93835715,7008.469022699997,-0.012869728056799493,-0.030319707052623546,-0.017449978995824053,35.74213935214556,0.18726890263062163
1546556400,2.65,2.65,2.64,2.64,2.7084594127707913,3322.24001262,6956.673017107498,-0.010212404598065883,-0.030215484743406407,-0.020003080145340524,38.33308269231395,0.25031790724056924
